gid,lon,lat,X,Y,gridmet_id,irr_freq,irr_ratio,bedrock_m,k_m/d,sy,well_depth,well_surface_ele,well_bedrock_ele,well_k,well_sy,well_depth_ele,wl_depth_m_1990,wl_depth_m_1991,wl_depth_m_1992,wl_depth_m_1993,wl_depth_m_1994,wl_depth_m_1995,wl_depth_m_1996,wl_depth_m_1997,wl_depth_m_1998,wl_depth_m_1999,wl_depth_m_2000,wl_depth_m_2001,wl_depth_m_2002,wl_depth_m_2003,wl_depth_m_2004,wl_depth_m_2005,wl_depth_m_2006,wl_depth_m_2007,wl_depth_m_2008,wl_depth_m_2009,wl_depth_m_2010,wl_depth_m_2011,wl_depth_m_2012,wl_depth_m_2013,wl_depth_m_2014,wl_depth_m_2015,wl_depth_m_2016,wl_depth_m_2017,wl_depth_m_2018,wl_depth_m_2019,wl_depth_m_2020,wl_depth_m_2021,wl_depth_m_2022,wl_ele_m_1990,wl_ele_m_1991,wl_ele_m_1992,wl_ele_m_1993,wl_ele_m_1994,wl_ele_m_1995,wl_ele_m_1996,wl_ele_m_1997,wl_ele_m_1998,wl_ele_m_1999,wl_ele_m_2000,wl_ele_m_2001,wl_ele_m_2002,wl_ele_m_2003,wl_ele_m_2004,wl_ele_m_2005,wl_ele_m_2006,wl_ele_m_2007,wl_ele_m_2008,wl_ele_m_2009,wl_ele_m_2010,wl_ele_m_2011,wl_ele_m_2012,wl_ele_m_2013,wl_ele_m_2014,wl_ele_m_2015,wl_ele_m_2016,wl_ele_m_2017,wl_ele_m_2018,wl_ele_m_2019,wl_ele_m_2020,wl_ele_m_2021,wl_ele_m_2022,st_m_1990,st_m_1991,st_m_1992,st_m_1993,st_m_1994,st_m_1995,st_m_1996,st_m_1997,st_m_1998,st_m_1999,st_m_2000,st_m_2001,st_m_2002,st_m_2003,st_m_2004,st_m_2005,st_m_2006,st_m_2007,st_m_2008,st_m_2009,st_m_2010,st_m_2011,st_m_2012,st_m_2013,st_m_2014,st_m_2015,st_m_2016,st_m_2017,st_m_2018,st_m_2019,st_m_2020,st_m_2021,st_m_2022,Crop2006,Crop2007,Crop2008,Crop2009,Crop2010,Crop2011,Crop2012,Crop2013,Crop2014,Crop2015,Crop2016,Crop2017,Crop2018,Crop2019,Crop2020,Crop2021,Crop2022,other_freq,wheat_freq,Irr1997,Irr1998,Irr1999,Irr2000,Irr2001,Irr2002,Irr2003,Irr2004,Irr2005,Irr2006,Irr2007,Irr2008,Irr2009,Irr2010,Irr2011,Irr2012,Irr2013,Irr2014,Irr2015,Irr2016,Irr2017,Irr2018,Irr2019,Irr2020
grid200,-100.59521162648437,39.361346144453115,19,7,grid24,19,1.0,804.2599321291921,46.439328,0.0599,82.296,879.8258967,806.2093201,51.880008,0.0597,797.5298967,42.333054,43.591366,43.771896,47.73766,42.959194,43.494324,43.90449,42.678055,42.750725,42.196606,42.9362,45.583233,47.301495,46.730083,48.93263,48.216003,48.90513,49.061718,49.501534,50.109108,50.439075,50.74353,51.132717,52.347076,55.145523,55.537437,55.762672,55.788048,55.826004,56.30971,55.689102,56.027515,54.849205,830.5757,831.0289,830.5469,830.69196,832.0855,830.84106,830.29425,830.5214,830.36786,829.8817,829.76733,829.2604,828.9837,827.71356,827.3164,826.74744,826.2954,826.1278,825.19653,824.82733,824.35693,824.2073,823.58417,823.3745,823.0499,822.2224,823.0365,822.3454,822.19635,821.8345,822.4866,822.1196,822.1131,26.315751464557934,26.768937499714184,26.286942870807934,26.432023437214184,27.825578124714184,26.581132323932934,26.034318359089184,26.261491210651684,26.107926757526684,25.621781737995434,25.507401855182934,25.000443847370434,24.723771484089184,23.453629882526684,23.056474120807934,22.487504394245434,22.035478027057934,21.867875487995434,20.936601073932934,20.567399413776684,20.097001464557934,19.947343261432934,19.324235351276684,19.114579589557934,18.789994628620434,17.962479980182934,18.776566894245434,18.085465820026684,17.936417968464184,17.574540527057934,18.226640136432934,17.859696777057934,17.853166015339184,corn,wheat,corn,corn,soybeans,corn,soybeans,corn,corn,wheat,corn,corn,corn,corn,corn,corn,soybeans,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
grid201,-100.59516929122395,39.36859623033854,19,8,grid24,5,0.2631578947368421,803.9355426270961,52.05069600000001,0.061,86.2584,883.585552,804.0727063,60.103512,0.0631,797.327152,42.502666,45.036438,44.0281,47.89573,44.372623,44.959637,45.357758,42.885323,43.890842,43.653637,44.083706,45.75287,47.308662,48.870396,48.99736,48.383793,49.09395,49.267574,49.74202,50.33808,50.677685,50.97613,51.37734,52.48622,55.598976,55.884552,56.12463,56.11928,56.155407,56.770893,56.04129,56.402935,55.38098,829.72876,830.04626,829.7435,830.0257,831.05334,829.94995,829.43054,829.8066,829.82776,829.21295,829.33655,828.4256,828.0705,827.1095,826.11957,825.9914,825.39685,825.2085,824.3011,823.92194,823.3675,823.3346,822.6613,822.09546,822.23694,821.5045,822.6026,821.64343,821.5126,821.20593,821.79895,821.4097,821.36914,25.793217138528917,26.110722021341417,25.807987646341417,26.090153173685167,27.117802099466417,26.014408544778917,25.494999365091417,25.871036962747667,25.892216161966417,25.277409033060167,25.401005224466417,24.490055517435167,24.134952978372667,23.173954443216417,22.184025243997667,22.055851415872667,21.461307958841417,21.272953466653917,20.365543798685167,19.986393408060167,19.431950048685167,19.399052099466417,18.725773290872667,18.159916357278917,18.301395849466417,17.568973974466417,18.667057470560167,17.707889990091417,17.577030615091417,17.270389990091417,17.863407568216417,17.474186376810167,17.433597997903917,corn,fallow,corn,corn,corn,corn,corn,fallow,wheat,corn,corn,corn,corn,corn,corn,corn,corn,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
grid202,-100.59512695596354,39.375846316223964,19,9,grid24,17,0.8947368421052632,804.0727063487041,60.103512,0.0631,86.2584,883.585552,804.0727063,60.103512,0.0631,797.327152,45.018295,45.11331,46.600998,47.696976,44.445545,45.02449,45.4308,45.78686,43.80474,43.638912,44.02097,45.98864,47.42544,48.841206,49.171577,48.445885,49.15186,49.416264,49.849556,50.42458,50.798187,51.071133,51.477993,52.70648,56.55835,56.662464,57.2454,56.754208,56.781578,57.875725,56.710606,57.138985,54.99029,829.1399,829.33765,829.1555,829.47705,830.27527,829.34186,828.8579,829.2878,829.3896,828.7076,829.0199,827.55597,827.5313,826.5479,825.3319,825.31836,824.5851,824.4433,823.5013,823.1087,822.5914,822.57434,821.8438,821.24445,821.58484,821.02136,821.97943,821.1198,821.016,820.6458,821.3018,820.9007,820.5383,25.06718622942094,25.26494013567094,25.08281122942094,25.40434443254594,26.20256220598344,25.26915156145219,24.78520380754594,25.21507441301469,25.31688105363969,24.63487421770219,24.94719111223344,23.48326288957719,23.45860468645219,22.47520624895219,21.25920283098344,21.24565302629594,20.51237665910844,20.37059199113969,19.42857538957719,19.03599726457719,18.51866328020219,18.50163447160844,17.77110468645219,17.17173945207719,17.51213251848344,16.94865595598344,17.90672480363969,17.04710566301469,16.94328486223344,16.57310663957719,17.22911249895219,16.82798945207719,16.46562372942094,other,corn,corn,corn,corn,corn,corn,corn,corn,corn,corn,corn,corn,fallow,corn,corn,corn,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
grid203,-100.59508462070312,39.383096402109366,19,10,grid23,0,0.0,803.3984777332321,67.33336800000001,0.0659,83.2104,881.8578981,804.0155936,74.40168,0.0614,798.6474981,45.01265,45.14121,46.704132,47.782467,44.4725,45.03898,45.449818,45.826557,43.81107,43.596252,44.02243,46.061714,47.565804,48.505775,49.32643,48.41028,49.095337,49.32322,49.830982,50.382065,50.75041,51.034695,51.44379,51.973167,56.1833,56.133266,56.6608,56.645172,56.69376,57.458057,56.64652,57.05918,55.258457,828.6074,828.7828,828.58636,829.00256,829.6388,828.8898,828.4476,828.76306,829.0596,828.3426,828.82166,826.8709,827.1829,826.01514,824.73895,824.82416,823.97815,823.85626,822.8961,822.49115,821.9964,822.0351,821.23303,820.71985,821.1337,820.6629,821.54553,820.57263,820.4926,820.3533,820.76434,820.3418,820.07153,25.208944141767915,25.384298145674165,25.187887012861665,25.604085743330415,26.240316212080415,25.491292774580415,25.049093067549165,25.364583790205415,25.661092579267915,24.944112598799165,25.423177540205415,23.472432911299165,23.784444630049165,22.616658985517915,21.340474903486665,21.425679981611665,20.579671680830415,20.457784473799165,19.497640430830415,19.092672169111665,18.597921192549165,18.636617481611665,17.834554493330415,17.321370899580415,17.735250294111665,17.264425098799165,18.147054493330415,17.174154102705415,17.094137012861665,16.954793751142915,17.365865528486665,16.943319141767915,16.673055469892915,fallow,corn,wheat,corn,corn,wheat,corn,sorghum,wheat,corn,corn,corn,corn,corn,corn,soybeans,wheat,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grid204,-100.5950422854427,39.39034648799479,19,11,grid23,19,1.0,803.6860508791921,71.57618400000001,0.0662,83.2104,881.8578981,804.0155936,74.40168,0.0614,798.6474981,44.955296,45.118103,46.76584,47.83785,44.451702,45.002823,45.41422,45.82285,43.829243,43.529575,44.02935,45.912994,47.534195,48.386326,49.32961,48.443768,49.12963,49.37204,49.890793,50.43298,50.805676,51.079052,51.49775,52.032322,56.290512,56.213154,56.716576,56.26351,56.311695,57.52661,56.263435,56.70671,55.258186,828.2757,828.44617,828.1934,828.67084,829.21185,828.6426,828.24554,828.3713,828.8065,828.15027,828.7009,826.4619,826.9657,825.7761,824.2251,824.52814,823.6099,823.56696,822.5147,822.0954,821.7102,821.73816,820.8529,820.27716,820.83856,820.43005,821.1933,820.5088,820.451,820.1364,820.6994,820.2699,819.6529,24.589644921589183,24.760116112995433,24.507369530964183,24.984786523151683,25.525802148151683,24.956527245807933,24.559493554401683,24.685225976276683,25.120467675495433,24.464217675495433,25.014876855182933,22.775863183307933,23.279647362995433,22.090072167682933,20.539046777057933,20.842086327839183,19.923873437214183,19.880904687214183,18.828658593464183,18.409347070026683,18.024154198932933,18.052108300495433,17.166854394245433,16.591109765339183,17.152511132526683,16.744002831745433,17.507247460651683,16.822738183307933,16.764937890339183,16.450362695026683,17.013350976276683,16.583846581745433,15.966842187214183,sorghum,corn,corn,corn,other,soybeans,corn,sorghum,sorghum,soybeans,soybeans,corn,corn,corn,corn,corn,corn,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
grid205,-100.59499995018228,39.39759657388021,19,12,grid23,14,0.7368421052631579,804.0155935556401,74.40168,0.0614,75.2856,878.4897199,804.3506057,76.705968,0.0549,803.2041199,45.67006,46.11146,47.600277,47.218956,45.532364,46.00825,46.366657,46.690052,44.846996,44.804893,45.024624,45.840282,46.64265,48.247066,48.386597,49.740334,50.385254,50.62829,51.11615,51.700603,52.043404,52.33221,52.762184,53.32673,56.359695,56.26655,56.745304,55.816223,55.87811,57.556156,55.833443,56.263638,55.21122,828.21124,828.50183,827.9891,828.3786,829.1702,828.84326,828.4876,828.069,828.854,828.39276,828.88916,826.0036,827.04224,825.60974,823.97504,824.86145,823.89954,823.93835,822.7796,822.3558,822.0024,822.133,821.1453,820.5008,820.7119,820.34607,820.9795,820.1238,820.07166,820.0439,820.3073,819.86084,819.50275,24.195649120141184,24.486237499047434,23.973481151391184,24.363007518578684,25.154633495141184,24.827668163109934,24.472016307641184,24.053376170922434,24.838410350609934,24.377167674828684,24.873566600609934,21.988007518578684,23.026642772484934,21.594147655297434,19.959443065453684,20.845856639672434,19.883942577172434,19.922760936547434,18.764008495141184,18.340180370141184,17.986786815453684,18.117402049828684,17.129731151391184,16.485199901391184,16.696320506859934,16.330475780297434,16.963898631859934,16.108185741234934,16.056061717797434,16.028290721703684,16.291718456078684,15.845246288109934,15.487153026391184,corn,soybeans,corn,corn,corn,corn,wheat,corn,fallow,wheat,corn,soybeans,corn,soybeans,corn,soybeans,corn,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
grid206,-100.59495761492187,39.404846659765624,19,13,grid23,13,0.6842105263157895,804.3506056638721,76.705968,0.0549,75.2856,878.4897199,804.3506057,76.705968,0.0549,803.2041199,45.447247,45.943058,47.525932,47.147034,45.37384,45.815308,46.1627,46.518585,44.755863,44.662292,44.9193,46.35472,47.759735,48.744884,48.968018,49.69052,50.3276,50.571022,51.067383,51.642605,51.97898,52.261044,52.699184,53.269367,56.136692,56.035275,56.634964,56.072742,56.117584,57.419632,56.037704,56.4918,55.680138,828.23456,828.539,827.8802,828.24976,829.0474,828.91614,828.63074,827.89856,828.6976,828.4899,828.88574,825.9859,827.35815,825.98285,824.08673,824.9747,823.9904,824.0036,822.8457,822.3979,822.0867,822.3428,821.2353,820.52765,820.5895,820.14685,820.75275,820.25336,820.1934,819.9011,820.4234,819.9509,819.79816,23.883952441596648,24.188395800971648,23.529582324409148,23.899150195502898,24.696818652534148,24.565532031440398,24.280131640815398,23.547953906440398,24.346965136909148,24.139323535346648,24.535136523627898,21.635295215034148,23.007548633002898,21.632243457221648,19.736125293159148,20.624064746284148,19.639811816596648,19.652995410346648,18.495097461127898,18.047282519721648,17.736064258002898,17.992167773627898,16.884684863471648,16.177043261909148,16.238871875190398,15.796244922065398,16.402140918159148,15.902751269721648,15.842814746284148,15.550517383002898,16.072795215034148,15.600322070502898,15.447551074409148,sorghum,corn,soybeans,corn,corn,corn,wheat,corn,fallow,wheat,corn,corn,soybeans,corn,soybeans,corn,corn,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
grid207,-100.59491527966146,39.41209674565104,19,14,grid23,0,0.0,804.706490918064,75.20025600000001,0.0489,77.724,879.9738852,805.4294235,87.014304,0.0557,802.2498852,44.890083,46.035686,47.164173,47.04832,45.4344,45.853966,46.238537,46.22327,44.797462,44.798866,44.937225,46.249638,47.57618,48.56857,48.842762,49.61864,50.244938,50.485443,50.98755,51.555264,51.884956,52.157776,52.604126,53.1809,56.75672,56.813313,56.442245,56.974667,57.038418,57.153946,56.941643,57.365173,55.536205,828.5232,828.85345,827.95654,828.24854,829.1621,829.20685,829.0077,827.88794,828.5503,828.8803,828.90576,825.70966,827.5319,826.1175,823.85333,825.2397,824.25507,824.22876,823.0841,822.6059,822.3439,822.7576,821.51056,820.7393,820.92285,820.4786,820.79816,820.4078,820.33093,820.0031,820.5696,820.05365,819.7748,23.81670244131101,24.14696367177976,23.25005205068601,23.54204423818601,24.45561845693601,24.50035722646726,24.30119951162351,23.18144853506101,23.84380205068601,24.17381914052976,24.19927080068601,21.00316484365476,22.82543046865476,21.41100175771726,19.14684160146726,20.53319414052976,19.54857499990476,19.52226884756101,18.37761552724851,17.89940507802976,17.63738115224851,18.05113847646726,16.80406816396726,16.03282792959226,16.21636064443601,15.772085742092258,16.09166582021726,15.701284960842258,15.624441699123508,15.296621874904758,15.863089160061008,15.347158984279758,15.068289355373508,fallow,other,corn,fallow,wheat,corn,fallow,wheat,corn,fallow,wheat,corn,sorghum,corn,fallow,wheat,corn,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grid208,-100.59487294440103,39.41934683153646,19,15,grid23,19,1.0,804.9549966806401,79.08036,0.0495,77.724,879.9738852,805.4294235,87.014304,0.0557,802.2498852,45.376713,45.996418,47.08715,47.443676,45.345856,45.81341,46.1346,46.19283,44.248074,44.225914,44.433784,45.8286,46.706776,47.64235,48.787556,49.19432,49.77337,50.01765,50.738026,51.052284,51.415016,51.625393,52.06126,52.60481,56.449196,56.57442,56.214207,56.732,56.798885,56.839043,56.68945,57.097507,55.1465,829.038,829.2298,828.16473,828.3615,829.29803,829.64923,829.5423,827.9477,828.5936,829.54456,829.1798,825.6195,827.93506,826.50183,823.6927,825.70703,824.7453,824.6595,823.55817,823.0225,822.79095,823.4411,822.0231,821.18286,821.3367,820.8768,821.09296,820.70496,820.595,820.3183,820.8598,820.27655,819.97,24.08302822170367,24.27480068264117,23.20973720607867,23.40651454982867,24.34303798732867,24.69423427639117,24.58730068264117,22.99269619045367,23.63863124904742,24.58955898342242,24.22481288967242,20.66451015529742,22.98006191310992,21.54683437404742,18.73769130764117,20.75203456935992,19.79030361232867,19.70448818264117,18.60316982326617,18.06752529201617,17.83595790920367,18.48610439357867,17.06807460842242,16.22786464748492,16.38167324123492,15.921773338891171,16.13795986232867,15.749959374047421,15.639974022484921,15.363301659203671,15.904805565453671,15.321553612328671,15.014974022484921,corn,corn,corn,soybeans,corn,corn,corn,corn,corn,corn,corn,corn,corn,corn,corn,soybeans,corn,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
grid209,-100.59483060914063,39.426596917421875,19,16,grid22,6,0.3157894736842105,805.42942353468,87.01430400000001,0.0557,78.0288,879.9738852,805.4294235,87.014304,0.0557,801.9450852,44.62749,45.31896,46.666878,46.536907,44.727657,45.169262,45.4308,45.66026,44.386295,44.42382,44.57954,45.992016,46.67688,47.560757,48.644928,49.30156,49.85507,50.08935,50.825123,51.12058,51.4127,51.64194,52.073235,52.59236,56.096825,56.302666,55.950752,56.457596,56.52772,56.46776,56.403835,56.79211,55.08872,830.1206,829.74976,828.6763,828.748,829.7631,830.05084,829.95447,828.4522,829.0732,829.97705,829.5434,826.0056,828.31287,826.89435,824.1458,826.14685,825.2303,825.0373,824.0433,823.52167,823.2727,823.9558,822.568,821.7247,821.9796,821.53357,821.6574,821.3975,821.26843,820.9586,821.51245,820.92535,820.4572,24.69118193406996,24.32033232469496,23.24684599656996,23.31856230516371,24.33369902391371,24.62141875047621,24.52504423875746,23.02278593797621,23.64375761766371,24.54762724656996,24.11397246141371,20.57619169969496,22.88344267625746,21.46492460985121,18.71638945360121,20.71742705125746,19.80086210985121,19.60786894578871,18.61385039110121,18.09224394578871,17.84328154344496,18.52638701219496,17.13856962938246,16.29524687547621,16.55019072313246,16.10414580125746,16.22798613328871,15.96809843797621,15.83900908250746,15.52919462938246,16.08302763719496,15.49593046922621,15.02779082078871,fallow,wheat,corn,sorghum,other,corn,corn,corn,sorghum,corn,corn,corn,corn,corn,corn,corn,wheat,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
grid210,-100.59478827388021,39.433847003307285,19,17,grid22,19,1.0,806.221598439024,91.25712,0.0625,73.152,881.3047639,807.304323,91.604592,0.0662,808.1527639,44.09194,44.733448,46.205505,46.07838,44.167416,44.549603,44.776123,45.06456,43.85684,44.107414,44.036964,45.556095,46.405495,47.320766,48.342396,48.93443,49.435402,49.638092,50.334553,50.63672,50.899765,51.138973,51.548195,52.075653,54.30204,54.567932,55.638084,54.683258,54.746407,56.021484,54.631054,54.971195,54.28568,830.6531,830.28735,829.3188,829.18085,830.38446,830.6193,830.46375,829.1811,829.71405,830.4396,830.07666,827.0081,828.9683,827.62695,825.2254,826.7914,825.94794,825.6346,824.8023,824.3065,824.0603,824.57745,823.37286,822.5754,822.6405,822.2539,822.46893,822.2844,822.15045,821.8925,822.3369,821.8012,821.3042,24.43147773285102,24.06575507660102,23.09718818206977,22.95924872894477,24.16286201019477,24.39772529144477,24.24214667816352,22.95949286956977,23.49245185394477,24.21797675628852,23.85506171722602,20.78651923675727,22.74672431488227,21.40535468597602,19.00380439300727,20.56978339691352,19.72633857269477,19.41298408050727,18.58070868988227,18.08492011566352,17.83870429535102,18.35585517425727,17.15126533050727,16.35377997894477,16.41890449066352,16.03230781097602,16.24733466644477,16.06282538910102,15.928853221132272,15.670918650819772,16.11531562347602,15.579610057069772,15.082600779726022,corn,corn,corn,corn,corn,corn,corn,corn,corn,corn,corn,corn,corn,corn,corn,corn,corn,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
grid211,-100.59463728583333,39.47719944875,19,23,grid21,16,0.8421052631578947,812.311347655488,90.604848,0.0569,50.5968,860.3419821,812.3113477,90.604848,0.0569,809.7451821,40.61985,39.99,42.2521,43.191105,39.490295,39.667835,39.764496,40.0533,39.728035,40.08033,39.915443,41.177204,41.264454,42.050995,42.633846,42.95456,41.680134,41.961685,42.48874,42.665573,42.841194,43.10741,43.269123,43.859997,47.517532,47.724777,47.737774,47.8679,47.900585,47.915028,47.72024,47.93527,45.37214,834.02905,833.9525,833.23956,831.8898,834.1299,834.33105,833.87,833.8455,833.64825,833.51697,833.37714,832.75,832.6207,831.77094,831.28766,830.77966,830.4168,830.0138,829.4967,829.1114,828.9994,828.74896,828.4614,827.9357,827.8266,827.5427,827.36426,827.1278,826.97076,826.79755,827.0631,826.88965,826.5959,21.71770507888698,21.64116699294948,20.92821533279323,19.57842285232448,21.81853515701198,22.01970703201198,21.55864746169948,21.53417236404323,21.33690673904323,21.20562011794948,21.06578857498073,20.43865234451198,20.30937988357448,19.45958740310573,18.97631103591823,18.46831543044948,18.10546142654323,17.70244628982448,17.18535644607448,16.80004150466823,16.68804199294948,16.43761474685573,16.15007812576198,15.62438232498073,15.51525146560573,15.23137695388698,15.05291015701198,14.81645996169948,14.65941650466823,14.48619873123073,14.75176269607448,14.57830078201198,14.28453857498073,corn,corn,corn,corn,corn,corn,corn,corn,corn,corn,wheat,corn,corn,corn,corn,corn,wheat,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
grid212,-100.5946242475,39.46995897125,19,22,grid21,0,0.0,810.8437163098321,80.016096,0.0576,50.5968,860.3419821,812.3113477,90.604848,0.0569,809.7451821,41.212166,41.104065,42.817104,43.775787,40.599583,40.804016,40.907745,41.200714,40.24094,41.188427,40.42422,41.523758,41.561646,42.345493,43.01486,45.06838,45.36098,45.484047,46.00042,46.264893,46.392002,46.724384,46.89442,47.518345,48.658543,48.902836,48.887352,48.999058,49.03219,49.04791,48.850758,49.074867,47.855793,833.5793,833.5073,832.678,831.36414,833.69574,833.85376,833.4475,833.14954,833.15533,833.07654,832.96655,831.99677,832.13806,831.1953,830.4572,830.1588,829.7391,829.344,828.7702,828.3731,828.2108,828.0792,827.6645,827.09766,827.155,826.7856,826.76337,826.58435,826.42413,826.2297,826.51184,826.2759,825.7771,22.735568358136675,22.663607908917925,21.834262205792925,20.520419432355425,22.852023436261675,23.010043455792925,22.603793455792925,22.305819822980425,22.311618162824175,22.232821776105425,22.122836424542925,21.153048826886675,21.294345213605425,20.351596190167925,19.613498045636675,19.315097166730425,18.895358397199175,18.500277830792925,17.926486326886675,17.529391600324175,17.367099119855425,17.235507322980425,16.820773436261675,16.253939940167925,16.311312987042925,15.941867186261675,15.919650389386675,15.740634276105425,15.580416990949175,15.385958983136675,15.668124510480425,15.432162596417925,14.933383299542925,other,fallow,wheat,sorghum,corn,corn,fallow,wheat,corn,fallow,wheat,corn,fallow,wheat,corn,corn,corn,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grid213,-100.59461120916666,39.462718493749996,19,21,grid21,0,0.0,809.275105077744,76.507848,0.0622,67.056,871.767833,811.0043391,82.820256,0.0656,804.711833,41.738693,41.71572,43.307423,44.22119,41.18062,41.42286,41.55484,41.825832,40.785484,41.50948,40.963783,41.888393,41.873566,42.65397,43.473686,45.47426,45.822334,45.99584,46.54628,46.801914,46.939964,47.27998,47.476948,48.087437,49.39194,49.468403,49.434074,49.54607,49.576694,49.78195,49.4326,49.693817,48.76557,833.01483,832.9489,832.0615,830.94556,833.14417,833.27625,832.9234,832.3845,832.55927,832.54736,832.46387,831.12213,831.5655,830.5353,829.47534,829.474,828.9828,828.60706,827.96814,827.5591,827.41034,827.35065,826.79407,826.1822,826.3688,825.9336,826.0732,825.9505,825.7902,825.5709,825.88007,825.57837,824.9273,23.73972646522475,23.67380849647475,22.786418359756,21.670451562881,23.8690599613185,24.0011400394435,23.64829580116225,23.109416406631,23.28416005897475,23.272258203506,23.188762109756,21.84702626991225,22.29038564491225,21.2601732425685,20.200236719131,20.1988939456935,19.7076830081935,19.3319505863185,18.6930345706935,18.283976953506,18.13523427772475,18.07554189491225,17.5189623050685,16.90708486366225,17.0936693363185,16.658488672256,16.79807607459975,16.67539541053725,16.51511709022475,16.2958177738185,16.60496084022475,16.303264062881,15.652202051162249,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grid214,-100.59459817083332,39.45547801625,19,20,grid22,0,0.0,808.15137831936,82.84464000000001,0.0642,67.056,871.767833,811.0043391,82.820256,0.0656,804.711833,42.30036,42.467674,43.83704,44.694336,41.887444,42.12444,42.367912,42.6054,41.633816,42.283546,41.803036,43.66715,43.635185,44.489178,45.33981,46.332127,46.70341,46.85522,47.42629,47.731197,47.90219,48.22954,48.474735,49.073204,51.445335,51.55607,51.459656,51.66046,51.698822,51.84454,51.517853,51.8124,51.24214,832.3799,832.2727,831.35333,830.4816,832.43994,832.5864,832.3073,831.5435,831.8427,832.1146,831.85944,830.1629,830.9536,829.8448,828.5003,828.7812,828.1847,827.8444,827.14417,826.7145,826.56104,826.6067,825.90515,825.2435,825.5404,825.038,825.049,824.98773,824.8329,824.5892,824.92053,824.5605,823.8817,24.228504493140008,24.121326758765008,23.201954200171258,22.330250098608758,24.288563086890008,24.435047461890008,24.155933692358758,23.392139747046258,23.691334082983758,23.963245704077508,23.708057715796258,22.011524512671258,22.802234961890008,21.693409278296258,20.348926856421258,20.629810645483758,20.033314063452508,19.693043067358758,18.992786719702508,18.563099219702508,18.409656836890008,18.455311133765008,17.753773047827508,17.092151954077508,17.389026954077508,16.886646582983758,16.897632911108758,16.836353614233758,16.681507422827508,16.437794043921258,16.769153907202508,16.409107520483758,15.730335547827508,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grid215,-100.5945851325,39.44823753875001,19,19,grid22,0,0.0,807.297328125,89.73312,0.0657,67.056,871.767833,811.0043391,82.820256,0.0656,804.711833,42.847263,43.66239,44.359184,45.15708,43.168427,43.377205,43.61616,43.25199,42.22353,42.629124,42.38862,44.785587,44.782246,45.653812,46.530296,46.736416,47.160942,47.360184,47.966007,48.26299,48.699306,48.77802,49.051575,49.635426,52.251026,52.617252,52.530384,52.74198,52.77933,52.95599,52.61972,52.914005,52.03208,831.7461,831.6281,830.63983,830.0174,831.80664,831.9455,831.7085,830.7287,831.134,831.57605,831.25824,829.081,830.2178,829.0241,827.3442,828.0964,827.4181,827.1058,826.3397,825.892,825.69904,825.89325,825.0378,824.33215,824.47437,824.01385,824.13916,824.08673,823.9326,823.6848,824.03595,823.61334,822.99774,24.448765624999965,24.330784667968715,23.342503417968715,22.720066894531215,24.509312499999965,24.648167480468715,24.411167968749965,23.431370605468715,23.836644042968715,24.278721679687465,23.960911621093715,21.783665527343715,22.920445312499965,21.726780761718715,20.046849121093715,20.799046386718715,20.120762695312465,19.808445800781215,19.042393554687465,18.594700683593715,18.401707519531215,18.595921386718715,17.740452636718715,17.034825195312465,17.177037109374965,16.716526855468715,16.841832031249965,16.789402832031215,16.635289062499965,16.387486328124965,16.738621582031215,16.316014160156215,15.700413574218715,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
